failed_logins,requests_per_minute,records_accessed,unique_endpoints,session_duration_min,device_changes,error_rate,unusual_access_time,endpoint_enumeration,attack_label
0,3,3,2,24,1,0.013,0,0,benign
47,82,4,10,7,0,0.569,0,0,brute_force
38,47,11,6,8,1,0.688,0,1,brute_force
0,7,4,4,20,0,0.012,0,0,benign
15,111,23,16,22,2,0.237,1,1,reconnaissance
0,17,2,5,32,0,0.002,0,0,benign
41,39,16,7,10,0,0.464,0,0,brute_force
10,115,34,13,21,1,0.182,0,1,reconnaissance
0,19,3,1,31,0,0.001,0,0,benign
0,5,1,6,38,0,0.001,1,0,benign
2,9,1,2,32,1,0.009,0,0,benign
0,3,2,6,32,0,0.013,0,0,benign
8,220,77,28,7,3,0.26,1,1,suspicious_data_access
8,140,8,20,18,1,0.154,0,1,reconnaissance
0,6,2,4,20,0,0.009,0,0,benign
7,390,68,37,3,3,0.174,1,1,suspicious_data_access
0,5,4,5,25,0,0.026,0,0,benign
1,7,1,5,14,0,0.019,0,0,benign
0,7,2,1,28,0,0.011,0,0,benign
0,14,1,3,22,0,0.016,0,0,benign
10,293,108,30,2,3,0.268,1,1,suspicious_data_access
6,215,94,27,3,3,0.348,1,1,suspicious_data_access
0,18,1,2,36,0,0.001,0,0,benign
1,4,3,3,35,0,0.06,0,0,benign
8,144,25,23,8,1,0.2,0,1,reconnaissance
0,4,3,5,35,0,0.013,0,0,benign
9,136,16,13,16,2,0.173,1,1,reconnaissance
38,51,6,4,12,1,0.532,1,1,brute_force
4,272,110,31,7,2,0.385,1,1,suspicious_data_access
5,336,102,27,2,2,0.275,1,1,suspicious_data_access
13,256,60,37,2,4,0.302,1,1,suspicious_data_access
0,10,2,1,40,0,0.036,0,0,benign
7,68,27,18,14,1,0.232,1,1,reconnaissance
15,92,20,14,12,1,0.178,0,1,reconnaissance
5,60,19,14,24,1,0.172,1,1,reconnaissance
0,18,3,4,27,0,0.014,0,0,benign
0,21,1,2,19,0,0.009,0,0,benign
0,7,3,4,15,0,0.009,0,0,benign
0,13,1,3,56,0,0.004,0,0,benign
1,13,3,6,34,0,0.007,0,0,benign
0,3,5,4,13,0,0.009,1,0,benign
12,282,117,24,3,3,0.221,1,1,suspicious_data_access
65,57,16,9,8,1,0.539,1,0,brute_force
55,59,9,4,7,2,0.575,0,1,brute_force
12,164,23,21,15,1,0.185,1,1,reconnaissance
10,234,76,32,3,3,0.275,1,1,suspicious_data_access
1,20,2,3,17,0,0.0,0,0,benign
34,54,6,9,8,2,0.333,1,0,brute_force
18,84,28,14,10,2,0.143,1,1,reconnaissance
2,11,5,2,25,0,0.043,0,0,benign
0,16,5,4,35,0,0.005,0,0,benign
0,15,1,6,19,0,0.003,0,0,benign
39,64,9,6,7,1,0.418,1,0,brute_force
0,17,2,5,24,1,0.015,0,0,benign
71,40,15,5,6,1,0.546,1,0,brute_force
9,315,103,34,7,3,0.291,1,1,suspicious_data_access
62,72,10,11,14,1,0.539,1,0,brute_force
0,19,4,2,40,0,0.017,0,0,benign
0,5,2,2,25,0,0.054,0,0,benign
0,28,3,4,35,0,0.023,0,0,benign
1,20,2,1,24,0,0.04,0,0,benign
1,15,1,3,26,0,0.006,0,0,benign
0,10,5,2,23,0,0.007,0,0,benign
0,15,5,3,10,0,0.001,0,0,benign
22,43,7,3,11,2,0.686,1,0,brute_force
67,64,10,6,9,1,0.303,1,0,brute_force
0,14,2,1,40,0,0.036,0,0,benign
0,7,2,1,25,0,0.003,0,0,benign
0,12,3,6,29,1,0.0,1,0,benign
9,403,79,18,4,2,0.343,1,1,suspicious_data_access
0,14,4,2,33,0,0.041,0,0,benign
11,292,125,34,5,2,0.277,1,1,suspicious_data_access
3,12,2,6,17,0,0.017,0,0,benign
0,8,2,3,21,0,0.039,0,0,benign
14,144,22,17,9,2,0.08,1,1,reconnaissance
1,10,4,2,31,0,0.001,0,0,benign
12,311,65,43,5,3,0.338,1,1,suspicious_data_access
1,12,3,6,34,0,0.021,0,0,benign
0,9,1,4,32,0,0.009,0,0,benign
1,4,2,3,16,0,0.014,0,0,benign
16,266,136,31,7,4,0.325,1,1,suspicious_data_access
8,415,77,36,2,3,0.32,1,1,suspicious_data_access
0,7,2,4,42,0,0.034,0,0,benign
0,11,3,5,38,0,0.013,0,0,benign
0,7,3,2,45,0,0.009,0,0,benign
10,132,19,15,6,2,0.151,1,1,reconnaissance
10,79,11,10,9,1,0.183,0,1,reconnaissance
33,53,18,7,10,1,0.423,1,0,brute_force
12,215,105,28,4,2,0.291,1,1,suspicious_data_access
13,88,18,18,14,2,0.226,1,1,reconnaissance
0,18,3,2,29,0,0.017,0,0,benign
1,7,2,5,33,0,0.047,0,0,benign
0,4,3,4,25,0,0.009,0,0,benign
0,5,2,4,48,0,0.002,0,0,benign
0,17,3,3,34,0,0.012,0,0,benign
0,9,2,2,22,1,0.001,0,0,benign
1,3,1,2,32,0,0.027,0,0,benign
0,13,3,2,42,0,0.016,0,0,benign
15,217,129,18,6,3,0.224,1,1,suspicious_data_access
9,172,31,22,16,1,0.263,1,1,reconnaissance
15,128,21,28,14,1,0.145,1,1,reconnaissance
6,60,20,26,16,1,0.218,1,1,reconnaissance
5,203,25,18,13,1,0.168,1,1,reconnaissance
2,15,3,2,45,0,0.001,0,0,benign
2,10,3,4,13,0,0.002,0,0,benign
1,6,1,2,25,0,0.013,1,0,benign
4,295,130,31,6,3,0.437,1,1,suspicious_data_access
47,67,13,7,7,1,0.57,1,0,brute_force
1,11,2,2,26,0,0.017,0,0,benign
4,365,118,19,5,3,0.363,1,1,suspicious_data_access
12,346,90,33,8,4,0.179,1,1,suspicious_data_access
40,90,11,5,10,1,0.432,1,0,brute_force
0,4,4,5,23,0,0.008,0,0,benign
0,8,4,5,31,0,0.011,0,0,benign
0,15,3,4,28,1,0.003,0,0,benign
15,266,98,22,5,3,0.341,1,1,suspicious_data_access
0,10,1,3,36,0,0.01,0,0,benign
0,18,1,1,17,0,0.003,0,0,benign
17,319,96,30,6,3,0.295,1,1,suspicious_data_access
0,9,3,2,37,0,0.031,0,0,benign
68,64,12,6,7,2,0.575,1,0,brute_force
6,358,160,19,3,3,0.209,1,1,suspicious_data_access
4,186,8,23,13,2,0.162,1,1,reconnaissance
0,12,3,2,22,0,0.004,0,0,benign
0,12,4,4,17,0,0.028,0,0,benign
0,9,2,4,18,0,0.006,0,0,benign
0,12,3,1,37,0,0.043,0,0,benign
0,13,2,1,22,0,0.019,0,0,benign
2,14,3,5,22,0,0.018,1,0,benign
45,39,5,4,8,1,0.499,0,0,brute_force
10,122,19,20,12,2,0.156,1,1,reconnaissance
0,8,1,4,38,0,0.01,0,0,benign
0,14,1,4,31,0,0.009,0,0,benign
6,153,23,19,17,1,0.159,0,1,reconnaissance
9,300,136,21,5,3,0.158,1,1,suspicious_data_access
14,133,19,22,10,1,0.169,1,1,reconnaissance
0,8,4,4,10,0,0.0,0,0,benign
0,13,1,5,13,1,0.003,0,0,benign
80,76,8,8,7,1,0.328,1,1,brute_force
7,213,79,23,2,2,0.401,1,1,suspicious_data_access
0,8,4,4,17,0,0.019,0,0,benign
10,147,15,18,13,1,0.22,1,1,reconnaissance
48,44,15,5,11,1,0.47,1,0,brute_force
0,4,2,6,18,0,0.014,0,0,benign
0,12,5,3,28,0,0.013,0,0,benign
0,10,4,4,35,0,0.021,0,0,benign
50,25,5,9,8,1,0.411,0,0,brute_force
0,20,3,3,22,0,0.044,0,0,benign
45,81,9,10,8,1,0.376,1,1,brute_force
2,12,1,3,19,0,0.003,1,0,benign
38,72,8,8,10,1,0.359,0,0,brute_force
0,9,3,3,37,0,0.018,0,0,benign
1,8,4,3,34,0,0.006,0,0,benign
9,213,73,35,5,2,0.218,1,1,suspicious_data_access
0,12,1,1,37,0,0.001,0,0,benign
12,160,105,27,7,2,0.338,1,1,suspicious_data_access
7,84,19,12,14,2,0.198,1,1,reconnaissance
0,16,3,1,20,0,0.001,0,0,benign
0,10,1,4,31,0,0.011,0,0,benign
4,99,20,14,17,1,0.147,1,1,reconnaissance
0,17,4,7,38,0,0.005,0,0,benign
52,49,18,3,10,1,0.586,1,1,brute_force
1,14,5,2,32,0,0.003,0,0,benign
0,10,2,2,39,0,0.043,0,0,benign
50,48,11,9,6,1,0.493,1,0,brute_force
7,320,91,30,6,3,0.232,0,1,suspicious_data_access
0,16,3,1,19,0,0.01,0,0,benign
1,16,4,1,20,0,0.06,0,0,benign
4,295,108,23,2,2,0.241,1,1,suspicious_data_access
0,14,1,3,11,0,0.003,0,0,benign
53,40,15,6,5,1,0.573,1,0,brute_force
0,15,1,3,39,0,0.003,0,0,benign
15,326,58,33,6,3,0.314,0,1,suspicious_data_access
47,44,9,5,5,1,0.558,0,0,brute_force
0,10,6,4,38,0,0.015,0,0,benign
0,12,3,4,45,0,0.002,0,0,benign
13,117,33,15,6,1,0.08,0,1,reconnaissance
0,11,4,6,27,0,0.01,0,0,benign
41,45,10,4,7,1,0.738,1,0,brute_force
10,95,17,17,7,1,0.218,1,1,reconnaissance
9,387,121,32,4,4,0.358,0,1,suspicious_data_access
0,17,2,3,18,0,0.014,0,0,benign
0,10,3,6,33,0,0.057,0,0,benign
77,47,6,9,3,2,0.666,0,0,brute_force
11,133,22,17,20,1,0.114,1,1,reconnaissance
0,13,2,4,23,0,0.004,0,0,benign
3,125,8,23,16,1,0.166,1,1,reconnaissance
0,5,4,3,25,0,0.06,0,0,benign
15,131,26,17,24,1,0.15,1,1,reconnaissance
2,12,2,7,33,0,0.002,0,0,benign
4,207,163,37,9,4,0.25,1,1,suspicious_data_access
18,293,142,24,2,2,0.261,1,1,suspicious_data_access
4,111,21,15,11,2,0.187,0,1,reconnaissance
1,5,3,1,33,0,0.006,0,0,benign
0,19,4,3,25,0,0.01,0,0,benign
57,61,7,4,9,1,0.491,1,0,brute_force
24,48,4,8,3,1,0.36,1,0,brute_force
12,160,8,17,5,1,0.174,1,1,reconnaissance
17,324,82,29,7,2,0.16,0,1,suspicious_data_access
0,6,1,4,16,0,0.001,0,0,benign
1,12,2,4,30,0,0.008,0,0,benign
1,11,3,4,20,0,0.0,0,0,benign
53,41,8,9,6,1,0.627,1,0,brute_force
5,73,23,15,13,1,0.162,1,1,reconnaissance
44,37,7,8,10,0,0.438,1,1,brute_force
59,68,10,6,14,0,0.488,1,0,brute_force
15,103,20,10,8,2,0.21,1,1,reconnaissance
0,3,2,3,31,0,0.011,0,0,benign
63,40,5,8,3,2,0.465,0,1,brute_force
0,13,1,7,33,0,0.036,0,0,benign
0,14,6,1,35,1,0.026,1,0,benign
2,19,2,3,20,0,0.005,0,0,benign
0,17,2,3,30,0,0.01,0,0,benign
1,13,1,3,38,0,0.023,0,0,benign
0,10,4,4,10,0,0.021,0,0,benign
0,3,1,2,36,1,0.023,0,0,benign
2,13,5,3,24,0,0.003,0,0,benign
0,10,5,6,30,0,0.018,0,0,benign
55,60,12,5,4,0,0.506,1,1,brute_force
4,263,69,33,4,3,0.23,1,1,suspicious_data_access
0,8,4,3,31,0,0.001,0,0,benign
49,25,6,7,11,2,0.672,0,0,brute_force
4,293,98,26,3,2,0.279,1,1,suspicious_data_access
11,161,19,21,16,1,0.116,1,1,reconnaissance
2,12,1,2,14,0,0.013,1,0,benign
79,38,15,7,6,2,0.342,1,0,brute_force
0,5,2,1,16,0,0.022,0,0,benign
0,13,3,6,31,0,0.006,0,0,benign
6,186,19,14,18,2,0.183,0,1,reconnaissance
0,19,1,4,21,0,0.051,0,0,benign
0,13,4,1,25,0,0.007,0,0,benign
0,14,4,5,31,0,0.003,0,0,benign
1,5,5,3,23,0,0.001,0,0,benign
10,259,74,37,4,4,0.372,0,1,suspicious_data_access
4,362,154,18,5,2,0.329,1,1,suspicious_data_access
50,83,15,8,8,1,0.668,1,0,brute_force
12,234,145,33,3,3,0.286,1,1,suspicious_data_access
0,15,3,4,28,0,0.003,0,0,benign
14,166,20,19,9,2,0.23,1,1,reconnaissance
72,41,13,6,9,1,0.5,1,0,brute_force
12,215,123,30,7,2,0.345,1,1,suspicious_data_access
1,16,1,2,18,0,0.021,0,0,benign
0,7,3,2,33,0,0.004,0,0,benign
16,171,25,12,11,2,0.243,0,1,reconnaissance
1,14,1,1,13,0,0.049,0,0,benign
0,18,4,3,39,0,0.016,0,0,benign
13,84,28,19,16,2,0.167,0,1,reconnaissance
0,6,1,4,31,0,0.023,0,0,benign
1,12,2,6,42,0,0.019,0,0,benign
39,68,17,4,13,0,0.524,1,0,brute_force
0,11,3,3,36,0,0.003,0,0,benign
1,3,4,6,54,0,0.06,0,0,benign
1,16,6,4,27,1,0.008,0,0,benign
44,46,13,8,5,1,0.5,1,0,brute_force
12,303,111,33,6,2,0.45,0,1,suspicious_data_access
14,214,74,27,3,4,0.418,1,1,suspicious_data_access
33,58,6,6,6,0,0.75,1,0,brute_force
4,246,101,18,6,2,0.12,1,1,suspicious_data_access
0,9,5,2,33,0,0.047,0,0,benign
48,40,14,6,13,1,0.408,0,0,brute_force
0,12,4,2,47,0,0.007,0,0,benign
7,90,29,15,8,1,0.156,0,1,reconnaissance
2,10,4,4,30,0,0.016,0,0,benign
12,261,68,23,3,4,0.281,1,1,suspicious_data_access
0,14,2,2,28,0,0.001,0,0,benign
1,18,1,6,30,1,0.038,0,0,benign
0,10,6,1,33,0,0.003,0,0,benign
3,131,25,11,17,1,0.174,1,1,reconnaissance
10,97,15,22,17,2,0.219,1,1,reconnaissance
34,31,8,3,7,1,0.35,1,1,brute_force
10,66,17,19,21,2,0.2,1,1,reconnaissance
35,51,4,8,4,2,0.573,0,1,brute_force
0,10,6,5,26,0,0.0,0,0,benign
17,324,128,36,4,3,0.287,1,1,suspicious_data_access
0,15,3,3,39,0,0.005,0,0,benign
3,14,1,7,13,0,0.029,0,0,benign
6,60,20,14,10,1,0.162,0,1,reconnaissance
0,5,2,6,40,0,0.036,0,0,benign
0,7,6,1,25,0,0.014,0,0,benign
6,360,93,41,2,4,0.191,1,1,suspicious_data_access
22,37,10,6,9,2,0.353,0,1,brute_force
0,11,2,4,30,0,0.026,0,0,benign
0,12,3,4,48,0,0.001,0,0,benign
0,7,3,4,23,0,0.03,0,0,benign
9,354,50,25,2,3,0.184,1,1,suspicious_data_access
56,25,17,7,5,2,0.594,0,1,brute_force
61,25,14,6,6,0,0.599,0,0,brute_force
1,11,4,1,56,0,0.033,0,0,benign
1,3,1,5,14,0,0.015,0,0,benign
0,10,4,4,10,1,0.001,0,0,benign
0,12,3,4,37,0,0.011,0,0,benign
0,3,2,3,28,0,0.009,0,0,benign
2,18,1,1,24,0,0.014,0,0,benign
1,7,1,5,29,0,0.012,0,0,benign
0,17,2,5,13,0,0.007,0,0,benign
0,15,2,3,19,0,0.01,0,0,benign
39,56,7,9,10,0,0.402,0,0,brute_force
0,3,4,4,40,0,0.002,1,0,benign
0,19,1,4,26,0,0.016,0,0,benign
7,282,132,36,4,4,0.276,1,1,suspicious_data_access
2,11,2,2,21,0,0.026,0,0,benign
2,14,3,4,25,1,0.017,0,0,benign
3,101,13,19,25,1,0.215,1,1,reconnaissance
0,18,1,4,34,1,0.005,0,0,benign
73,66,14,4,8,0,0.563,1,0,brute_force
4,271,107,26,4,3,0.169,1,1,suspicious_data_access
0,14,2,3,28,1,0.032,0,0,benign
0,12,1,3,41,1,0.017,0,0,benign
4,266,129,18,6,4,0.251,1,1,suspicious_data_access
11,90,18,22,8,1,0.08,1,1,reconnaissance
0,3,2,5,15,0,0.017,0,0,benign
13,118,15,19,16,2,0.151,1,1,reconnaissance
0,5,2,8,38,0,0.02,0,0,benign
1,14,4,2,31,0,0.007,0,0,benign
0,8,2,4,49,0,0.01,0,0,benign
4,378,60,18,6,2,0.353,1,1,suspicious_data_access
4,194,107,21,3,4,0.355,1,1,suspicious_data_access
17,319,107,33,6,3,0.314,1,1,suspicious_data_access
0,10,3,3,21,0,0.005,0,0,benign
1,13,3,3,24,0,0.0,0,0,benign
1,13,1,8,27,0,0.059,0,0,benign
33,55,8,4,15,2,0.376,0,0,brute_force
28,71,8,6,4,2,0.726,1,0,brute_force
27,50,14,5,7,1,0.311,1,1,brute_force
69,50,6,5,6,0,0.366,1,0,brute_force
0,17,2,3,43,0,0.023,0,0,benign
6,205,53,25,6,2,0.235,1,1,suspicious_data_access
0,20,3,6,20,0,0.005,0,0,benign
1,19,2,4,39,0,0.005,0,0,benign
1,20,1,6,22,0,0.003,0,0,benign
0,3,4,3,26,0,0.06,0,0,benign
0,13,2,6,33,0,0.003,0,0,benign
0,9,2,3,33,0,0.006,0,0,benign
14,160,124,38,5,2,0.275,1,1,suspicious_data_access
0,5,4,4,24,0,0.004,0,0,benign
10,96,23,12,22,1,0.246,1,1,reconnaissance
66,58,13,8,3,2,0.499,0,0,brute_force
4,232,61,28,4,3,0.242,1,1,suspicious_data_access
6,125,11,10,14,2,0.243,0,1,reconnaissance
5,331,168,26,9,3,0.346,1,1,suspicious_data_access
0,4,4,6,21,1,0.012,0,0,benign
1,6,3,4,49,0,0.033,0,0,benign
0,5,1,4,25,0,0.003,0,0,benign
0,4,1,3,20,0,0.018,0,0,benign
11,118,8,28,18,1,0.116,0,1,reconnaissance
59,73,8,5,4,2,0.477,1,0,brute_force
7,113,11,12,22,2,0.195,0,1,reconnaissance
7,149,27,14,8,1,0.209,0,1,reconnaissance
0,17,1,3,39,0,0.002,0,0,benign
1,18,3,3,41,0,0.007,1,0,benign
0,18,5,3,39,0,0.005,0,0,benign
0,7,2,4,48,0,0.004,0,0,benign
10,60,30,14,15,1,0.169,0,1,reconnaissance
53,55,18,6,10,1,0.502,0,0,brute_force
14,102,9,22,13,1,0.241,1,1,reconnaissance
0,12,1,2,47,0,0.011,0,0,benign
0,15,1,3,29,0,0.002,0,0,benign
0,12,3,4,25,0,0.008,0,0,benign
58,25,4,6,8,1,0.659,0,0,brute_force
9,118,16,18,13,1,0.138,1,1,reconnaissance
0,8,2,5,16,0,0.007,0,0,benign
58,53,12,5,9,2,0.37,1,1,brute_force
1,19,2,4,25,0,0.017,0,0,benign
22,32,6,8,6,1,0.618,1,0,brute_force
15,155,18,19,18,1,0.222,0,1,reconnaissance
0,17,3,6,55,0,0.001,0,0,benign
0,16,4,2,33,0,0.019,0,0,benign
0,10,5,3,20,0,0.003,0,0,benign
63,58,15,6,10,1,0.288,1,1,brute_force
9,224,54,29,3,4,0.354,1,1,suspicious_data_access
23,55,10,7,8,1,0.516,0,1,brute_force
2,14,2,2,30,1,0.004,0,0,benign
11,135,22,18,14,1,0.213,0,1,reconnaissance
0,3,1,4,45,0,0.003,0,0,benign
14,159,18,21,13,1,0.182,0,1,reconnaissance
11,60,14,10,18,1,0.179,0,1,reconnaissance
0,10,1,5,21,1,0.008,0,0,benign
54,33,9,9,8,0,0.491,1,0,brute_force
0,7,2,5,28,0,0.032,0,0,benign
5,323,106,35,5,3,0.269,1,1,suspicious_data_access
4,218,115,18,6,3,0.12,1,1,suspicious_data_access
1,23,3,3,28,0,0.01,0,0,benign
0,18,3,3,35,0,0.011,0,0,benign
1,9,3,3,10,0,0.005,0,0,benign
68,40,5,5,9,1,0.506,1,1,brute_force
0,11,6,5,33,0,0.0,0,0,benign
53,71,13,6,9,0,0.68,1,1,brute_force
0,3,1,4,44,0,0.015,0,0,benign
60,48,7,10,9,2,0.411,0,0,brute_force
0,13,2,4,27,0,0.016,0,0,benign
64,25,8,3,8,2,0.75,1,0,brute_force
5,375,142,30,5,3,0.187,1,1,suspicious_data_access
0,11,1,3,37,1,0.002,0,0,benign
0,18,2,5,28,0,0.044,0,0,benign
6,397,112,44,5,3,0.26,1,1,suspicious_data_access
0,10,4,4,32,0,0.013,0,0,benign
12,136,20,14,15,1,0.273,1,1,reconnaissance
10,112,20,30,15,1,0.212,1,1,reconnaissance
0,9,3,4,24,0,0.0,0,0,benign
13,331,172,44,6,3,0.325,1,1,suspicious_data_access
6,110,12,15,13,1,0.2,1,1,reconnaissance
44,58,8,6,8,1,0.29,1,0,brute_force
0,12,3,4,44,0,0.015,0,0,benign
5,332,91,21,5,4,0.372,1,1,suspicious_data_access
1,17,1,1,25,0,0.001,0,0,benign
0,25,2,3,33,0,0.009,0,0,benign
0,3,3,2,27,0,0.004,0,0,benign
0,12,1,4,39,0,0.041,0,0,benign
9,273,88,39,2,3,0.305,0,1,suspicious_data_access
0,11,1,4,11,0,0.018,0,0,benign
0,6,4,4,31,0,0.002,0,0,benign
0,14,3,4,33,0,0.009,0,0,benign
42,62,10,7,5,0,0.428,1,0,brute_force
13,268,68,28,8,3,0.423,1,1,suspicious_data_access
0,16,1,2,26,0,0.002,0,0,benign
14,254,100,35,4,2,0.296,1,1,suspicious_data_access
6,244,118,28,5,4,0.161,1,1,suspicious_data_access
51,61,13,3,7,2,0.364,0,1,brute_force
0,3,1,2,32,0,0.004,0,0,benign
65,49,10,7,8,0,0.422,0,1,brute_force
15,124,10,13,16,1,0.23,1,1,reconnaissance
1,8,1,5,46,0,0.012,0,0,benign
0,7,5,6,43,0,0.001,0,0,benign
7,339,112,35,8,3,0.186,1,1,suspicious_data_access
4,242,84,33,5,3,0.269,1,1,suspicious_data_access
1,10,3,2,27,0,0.011,0,0,benign
0,15,2,1,31,0,0.002,0,0,benign
7,306,91,32,4,3,0.314,0,1,suspicious_data_access
4,393,147,28,3,4,0.246,1,1,suspicious_data_access
4,223,101,34,6,2,0.409,1,1,suspicious_data_access
0,14,1,2,22,0,0.044,0,0,benign
1,12,4,5,33,0,0.006,0,0,benign
29,52,10,8,8,0,0.506,0,0,brute_force
5,107,15,18,19,2,0.173,1,1,reconnaissance
1,3,2,4,19,0,0.025,0,0,benign
1,18,2,1,32,0,0.013,0,0,benign
6,162,20,11,9,1,0.181,1,1,reconnaissance
0,12,5,2,39,0,0.009,0,0,benign
7,88,17,12,14,2,0.17,1,1,reconnaissance
16,370,140,38,4,3,0.271,1,1,suspicious_data_access
15,86,8,18,15,1,0.198,1,1,reconnaissance
7,193,11,18,16,1,0.212,0,1,reconnaissance
0,5,3,3,41,0,0.026,0,0,benign
24,62,10,3,3,0,0.413,1,1,brute_force
0,14,2,4,15,0,0.012,0,0,benign
1,8,4,4,21,0,0.008,0,0,benign
0,7,2,4,48,0,0.0,0,0,benign
4,199,116,31,6,3,0.339,1,1,suspicious_data_access
37,40,6,8,3,1,0.28,1,0,brute_force
15,364,161,30,2,2,0.272,1,1,suspicious_data_access
3,18,2,6,26,0,0.033,0,0,benign
4,224,141,27,3,3,0.409,1,1,suspicious_data_access
1,12,1,1,32,1,0.007,0,0,benign
0,3,3,7,22,0,0.015,0,0,benign
1,9,6,3,18,1,0.011,0,0,benign
14,320,116,34,4,2,0.292,1,1,suspicious_data_access
2,10,2,4,41,0,0.011,0,0,benign
15,357,129,29,3,2,0.278,1,1,suspicious_data_access
0,13,2,3,23,0,0.013,0,0,benign
18,380,127,22,8,3,0.316,1,1,suspicious_data_access
66,72,12,4,3,1,0.529,1,0,brute_force
0,3,3,5,17,0,0.032,0,0,benign
0,9,2,2,14,0,0.013,0,0,benign
0,12,4,4,23,0,0.005,0,0,benign
0,5,4,4,26,0,0.049,0,0,benign
5,290,120,32,6,3,0.219,1,1,suspicious_data_access
63,66,12,7,9,1,0.524,1,1,brute_force
14,367,124,24,2,3,0.165,1,1,suspicious_data_access
0,7,1,5,29,0,0.019,0,0,benign
15,96,18,19,10,1,0.159,1,1,reconnaissance
22,65,8,7,4,1,0.742,0,0,brute_force
7,127,12,25,7,1,0.242,1,1,reconnaissance
3,159,8,15,18,1,0.162,1,1,reconnaissance
0,8,2,2,31,0,0.0,0,0,benign
10,193,50,44,3,2,0.231,0,1,suspicious_data_access
60,30,15,4,10,1,0.378,1,0,brute_force
8,314,84,22,3,3,0.379,1,1,suspicious_data_access
0,13,3,4,22,0,0.0,0,0,benign
0,15,1,3,23,0,0.006,0,0,benign
0,12,1,5,52,0,0.006,0,0,benign
0,20,1,2,15,0,0.002,0,0,benign
1,16,1,6,38,0,0.002,0,0,benign
0,21,6,2,26,1,0.029,0,0,benign
0,18,2,2,35,0,0.003,0,0,benign
1,13,3,3,23,0,0.01,0,0,benign
13,323,96,38,5,3,0.368,1,1,suspicious_data_access
19,125,15,30,15,2,0.23,1,1,reconnaissance
11,216,20,18,17,1,0.182,0,1,reconnaissance
1,6,1,3,22,0,0.006,0,0,benign
0,5,1,5,37,0,0.001,0,0,benign
3,153,27,21,13,1,0.21,1,1,reconnaissance
48,67,9,5,8,0,0.475,0,0,brute_force
0,11,4,5,26,0,0.002,0,0,benign
12,213,62,45,2,2,0.412,1,1,suspicious_data_access
6,140,25,14,13,1,0.136,0,1,reconnaissance
9,364,170,32,4,3,0.358,1,1,suspicious_data_access
10,265,100,29,4,2,0.447,0,1,suspicious_data_access
14,264,87,32,3,3,0.227,0,1,suspicious_data_access
0,12,1,6,14,0,0.004,0,0,benign
12,119,16,16,14,1,0.127,0,1,reconnaissance
0,14,3,1,22,1,0.03,0,0,benign
40,71,4,4,7,1,0.542,0,0,brute_force
9,127,31,20,14,1,0.132,1,1,reconnaissance
0,11,4,4,34,0,0.004,0,0,benign
11,326,101,35,4,2,0.338,1,1,suspicious_data_access
0,12,5,2,36,0,0.017,0,0,benign
3,77,9,12,11,1,0.156,1,1,reconnaissance
13,290,110,30,4,4,0.28,1,1,suspicious_data_access
0,8,2,1,30,0,0.004,0,0,benign
0,19,3,3,42,0,0.005,0,0,benign
0,11,2,6,33,0,0.007,0,0,benign
0,5,2,2,25,0,0.036,1,0,benign
8,162,16,23,11,1,0.23,1,1,reconnaissance
12,112,9,19,16,1,0.216,1,1,reconnaissance
47,72,4,6,5,2,0.604,1,1,brute_force
11,128,18,22,13,1,0.192,1,1,reconnaissance
0,6,5,2,23,0,0.006,0,0,benign
8,436,101,31,5,2,0.27,1,1,suspicious_data_access
11,112,34,10,5,1,0.143,1,1,reconnaissance
50,85,8,7,15,0,0.43,1,0,brute_force
16,200,83,31,5,4,0.368,1,1,suspicious_data_access
12,107,35,21,18,1,0.151,0,1,reconnaissance
37,51,9,7,5,1,0.649,1,0,brute_force
0,24,1,1,33,0,0.0,0,0,benign
8,122,20,13,12,1,0.184,1,1,reconnaissance
0,12,2,3,11,0,0.024,0,0,benign
50,25,7,8,7,1,0.554,1,1,brute_force
15,386,69,34,4,2,0.163,0,1,suspicious_data_access
1,13,2,1,29,0,0.009,0,0,benign
0,10,2,3,36,0,0.048,0,0,benign
10,130,14,13,15,1,0.191,0,1,reconnaissance
0,15,2,3,39,0,0.004,0,0,benign
7,166,8,22,11,1,0.142,1,1,reconnaissance
8,403,99,35,8,3,0.291,1,1,suspicious_data_access
22,59,6,9,8,1,0.416,1,0,brute_force
54,36,9,8,6,1,0.537,1,0,brute_force
0,11,1,4,26,0,0.019,0,0,benign
0,15,6,5,30,0,0.001,0,0,benign
53,77,4,7,8,1,0.492,1,0,brute_force
0,9,1,5,26,0,0.022,0,0,benign
2,14,4,3,22,0,0.003,0,0,benign
8,288,136,44,6,4,0.181,1,1,suspicious_data_access
0,9,2,4,28,0,0.027,0,0,benign
3,119,15,14,14,1,0.152,1,1,reconnaissance
37,47,10,5,3,1,0.642,1,0,brute_force
10,106,11,14,18,1,0.192,1,1,reconnaissance
50,60,6,8,3,1,0.628,1,1,brute_force
0,14,2,3,17,0,0.009,0,0,benign
68,60,20,6,8,2,0.426,1,0,brute_force
14,143,27,23,15,1,0.172,1,1,reconnaissance
1,10,3,5,22,0,0.006,0,0,benign
0,15,3,4,32,0,0.008,0,0,benign
2,8,2,6,31,0,0.006,0,0,benign
1,16,3,4,37,0,0.018,0,0,benign
11,299,106,30,4,3,0.393,1,1,suspicious_data_access
0,13,4,3,34,0,0.0,0,0,benign
0,6,3,1,41,0,0.006,0,0,benign
